"Sector","Major Head","Cat1","Cat2","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"CEGS","MH 4046","A","U","A Union Govt","85.32","281.60","356.92","100.88","45.07","118.38","1.55","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4046","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","A","U","A Union Govt","200.00","203.45","249.11","196.20","261.69","334.78","433.24","363.21","282.80","606.31","986.85","1233.98"
"CEGS","MH 4047","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.21","0.20","5.06","3.31"
"CEGS","MH 4047","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.00","4.00","4.00"
"CEGS","MH 4047","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","2.24","9.06","14.59","9.91","13.30","82.24","27.69"
"CEGS","MH 4047","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.24","3.45","0.38","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Orissa","0.00","2.00","0.00","-1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Rajasthan","171.00","0.00","0.00","0.00","0.00","0.00","0.00","77.65","900.00","-212.00","-688.00","0.00"
"CEGS","MH 4047","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","Uttar Pradesh","0.35","0.00","0.10","3.64","2.70","1.88","2.80","0.00","3.90","0.00","0.00","10.34"
"CEGS","MH 4047","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4047","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4055","A","U","A Union Govt","485.69","505.18","651.13","851.27","1336.86","1376.07","1969.03","1859.97","2882.44","3174.92","5377.77","4988.87"
"CEGS","MH 4055","B","UT","A UT Puducherry","1.17","1.41","1.49","2.02","1.99","2.04","2.58","5.50","3.15","2.26","2.58","2.33"
"CEGS","MH 4055","B","G","Andhra Pradesh","1.30","23.80","50.18","48.25","16.92","6.89","5.34","318.66","7.78","18.45","22.04","54.47"
"CEGS","MH 4055","B","S","Arunachal Pradesh","3.94","2.93","6.18","2.35","3.12","3.32","4.57","4.38","3.94","8.57","2.06","19.19"
"CEGS","MH 4055","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4055","B","G","Bihar","0.00","0.00","10.00","65.90","0.00","0.00","4.98","16.55","58.97","54.34","93.68","197.32"
"CEGS","MH 4055","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.97","0.00","0.50","0.50","1.17"
"CEGS","MH 4055","B","UT","D NCT Delhi","0.26","1.90","4.45","6.75","3.22","1.73","0.65","0.70","0.29","1.24","0.42","0.35"
"CEGS","MH 4055","B","G","Goa","0.60","0.45","0.46","1.54","2.87","1.01","0.57","2.15","3.46","2.27","3.10","3.19"
"CEGS","MH 4055","B","G","Gujarat","2.24","1.75","1.76","10.41","31.33","37.63","30.16","14.14","13.95","6.45","17.60","32.37"
"CEGS","MH 4055","B","G","Haryana","9.87","13.40","19.77","23.75","24.51","21.30","25.00","30.00","35.22","78.42","45.00","90.90"
"CEGS","MH 4055","B","S","Himachal Pradesh","13.32","0.61","0.81","1.15","7.18","10.75","13.97","14.80","11.42","12.86","16.11","17.19"
"CEGS","MH 4055","B","S","Jammu and Kashmir","0.00","0.00","0.00","17.09","26.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4055","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","26.68","35.99","56.94","129.98","67.24","69.97"
"CEGS","MH 4055","B","G","Karnataka","21.78","22.37","27.03","22.37","36.40","54.88","124.53","172.39","68.54","103.63","99.46","101.76"
"CEGS","MH 4055","B","G","Kerala","3.41","0.38","3.12","9.34","9.49","0.84","1.52","0.14","0.10","0.47","0.02","10.14"
"CEGS","MH 4055","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","64.20","33.27","8.88","2.27","23.70","20.95","20.15"
"CEGS","MH 4055","B","G","Maharastra","0.00","0.00","0.00","0.00","11.93","6.24","5.67","17.80","93.40","117.33","324.96","82.32"
"CEGS","MH 4055","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.85"
"CEGS","MH 4055","B","S","Meghalaya","0.00","2.79","1.39","0.29","0.93","0.62","1.00","1.82","6.35","2.48","6.56","6.86"
"CEGS","MH 4055","B","S","Mizoram","2.54","2.48","0.00","2.11","2.73","4.27","5.68","10.69","3.66","8.70","8.51","16.00"
"CEGS","MH 4055","B","S","Nagaland","0.00","0.00","0.00","0.00","8.49","12.67","15.67","15.43","25.23","49.81","55.24","71.50"
"CEGS","MH 4055","B","G","Orissa","0.27","14.50","58.06","9.71","8.84","5.95","21.37","13.03","0.26","7.51","14.19","62.42"
"CEGS","MH 4055","B","G","Punjab","23.78","27.23","8.79","5.35","6.48","39.85","63.79","56.92","72.29","116.11","56.06","59.21"
"CEGS","MH 4055","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","19.07","24.84","23.19","16.07","20.51","71.37","69.08"
"CEGS","MH 4055","B","S","Sikkim","0.23","0.52","1.72","2.49","1.26","2.65","2.91","4.20","4.61","3.89","2.38","0.45"
"CEGS","MH 4055","B","G","Tamil Nadu","61.88","73.45","90.74","118.99","103.49","258.02","38.40","121.70","189.20","105.60","135.62","217.03"
"CEGS","MH 4055","B","S","Tripura","0.00","0.00","44.88","11.83","17.48","17.87","5.06","3.65","11.10","32.77","26.92","15.64"
"CEGS","MH 4055","B","G","Uttar Pradesh","23.27","17.10","64.55","196.58","70.79","112.58","136.54","158.55","173.21","239.16","197.96","255.87"
"CEGS","MH 4055","B","S","Uttarakhand","0.00","0.00","8.83","21.61","21.60","23.31","36.34","40.97","34.73","35.46","11.55","12.72"
"CEGS","MH 4055","B","G","West Bengal","0.00","0.00","0.00","0.00","1.41","0.80","1.61","3.64","7.21","7.00","12.79","26.28"
"CEGS","MH 4058","A","U","A Union Govt","0.39","0.02","0.28","0.31","0.34","0.40","0.32","0.17","0.48","0.94","1.57","2.24"
"CEGS","MH 4058","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","S","Arunachal Pradesh","0.13","0.04","0.03","0.10","0.02","0.25","0.15","2.62","0.05","0.14","0.29","0.46"
"CEGS","MH 4058","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.08","0.20","0.07","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.40","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Chattisgarh","0.00","0.00","0.01","0.07","0.00","0.17","0.02","0.22","1.05","0.02","0.00","0.28"
"CEGS","MH 4058","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.08","0.45","0.45","0.70"
"CEGS","MH 4058","B","G","Gujarat","0.00","0.06","0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Haryana","0.19","0.01","1.61","0.03","0.13","0.00","0.33","0.11","0.11","0.03","0.07","0.06"
"CEGS","MH 4058","B","S","Himachal Pradesh","0.09","0.09","0.08","0.04","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","S","Jammu and Kashmir","0.39","0.34","0.02","0.10","0.62","0.51","1.30","1.15","1.46","2.47","1.97","1.04"
"CEGS","MH 4058","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Kerala","0.92","0.64","0.94","1.61","0.36","0.02","0.10","0.00","0.00","0.36","1.25","0.87"
"CEGS","MH 4058","B","G","Madhya Pradesh","0.21","1.11","0.60","0.92","0.00","0.00","0.00","0.00","0.19","0.00","0.43","0.19"
"CEGS","MH 4058","B","G","Maharastra","0.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.23","3.38"
"CEGS","MH 4058","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","S","Meghalaya","0.24","0.17","0.58","0.28","0.63","0.26","0.41","0.53","0.40","0.62","1.28","1.15"
"CEGS","MH 4058","B","S","Mizoram","0.13","0.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Punjab","0.01","0.02","0.00","0.02","0.00","0.02","0.08","0.06","0.00","0.07","0.00","0.32"
"CEGS","MH 4058","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Tamil Nadu","0.60","0.42","0.09","0.36","0.43","0.28","1.00","1.15","0.74","-6.45","0.00","3.70"
"CEGS","MH 4058","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4058","B","G","Uttar Pradesh","0.00","0.18","0.25","0.60","0.00","1.13","6.58","7.00","7.00","1.63","1.47","0.50"
"CEGS","MH 4058","B","S","Uttarakhand","0.00","0.00","0.16","1.36","1.49","0.49","1.14","0.68","0.52","0.00","0.23","0.00"
"CEGS","MH 4058","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4059","A","U","A Union Govt","263.31","286.08","341.05","237.58","304.13","282.89","312.87","439.75","620.24","699.29","770.54","2576.77"
"CEGS","MH 4059","B","UT","A UT Puducherry","6.46","7.97","13.08","18.11","9.10","13.00","23.46","27.79","30.67","31.00","41.57","49.18"
"CEGS","MH 4059","B","G","Andhra Pradesh","28.54","26.78","21.51","33.90","41.32","12.07","17.08","24.69","26.34","35.43","54.96","42.29"
"CEGS","MH 4059","B","S","Arunachal Pradesh","11.08","11.64","14.79","14.51","10.73","10.17","11.13","14.75","16.90","35.81","50.98","57.81"
"CEGS","MH 4059","B","S","Assam","10.54","7.87","9.80","11.25","17.62","23.12","10.21","23.10","43.28","31.47","70.82","49.58"
"CEGS","MH 4059","B","G","Bihar","10.90","8.66","9.19","15.03","22.23","52.51","36.33","53.41","25.96","37.94","60.66","118.99"
"CEGS","MH 4059","B","G","Chattisgarh","0.00","8.47","20.08","19.15","21.80","24.11","24.97","71.05","104.78","100.56","76.31","51.42"
"CEGS","MH 4059","B","UT","D NCT Delhi","66.31","45.06","32.10","33.87","35.76","72.60","62.64","113.37","249.54","261.08","283.00","204.56"
"CEGS","MH 4059","B","G","Goa","12.04","4.68","3.48","11.59","14.91","13.65","14.58","15.06","16.65","40.54","45.61","49.42"
"CEGS","MH 4059","B","G","Gujarat","24.53","28.33","23.61","22.70","22.43","42.22","54.41","43.88","36.99","71.19","167.64","207.54"
"CEGS","MH 4059","B","G","Haryana","17.20","16.66","29.29","21.57","41.81","36.83","56.84","59.80","135.44","116.36","142.30","107.98"
"CEGS","MH 4059","B","S","Himachal Pradesh","20.37","18.63","7.41","9.98","15.85","19.08","37.56","46.45","47.41","51.42","47.44","53.53"
"CEGS","MH 4059","B","S","Jammu and Kashmir","47.14","30.79","38.90","36.48","37.61","45.60","49.16","48.36","104.92","134.62","202.42","433.52"
"CEGS","MH 4059","B","G","Jharkhand","0.00","3.34","7.41","30.08","33.47","19.98","22.49","30.10","39.14","39.75","33.05","40.77"
"CEGS","MH 4059","B","G","Karnataka","28.17","25.28","24.51","53.48","92.03","81.33","93.39","148.55","269.00","371.73","390.03","363.61"
"CEGS","MH 4059","B","G","Kerala","42.93","38.41","22.36","29.73","29.64","41.07","68.21","39.20","57.06","51.84","65.34","107.54"
"CEGS","MH 4059","B","G","Madhya Pradesh","15.61","14.75","20.28","21.22","31.98","81.97","88.05","61.79","70.94","101.18","98.17","158.31"
"CEGS","MH 4059","B","G","Maharastra","58.93","41.83","36.99","37.76","31.38","38.06","58.21","82.13","120.30","214.21","289.19","317.33"
"CEGS","MH 4059","B","S","Manipur","5.24","1.92","4.29","5.19","9.22","14.11","187.10","130.67","103.94","54.29","102.36","263.46"
"CEGS","MH 4059","B","S","Meghalaya","9.22","5.28","3.84","6.43","23.20","7.24","9.79","13.98","20.95","44.46","40.56","28.64"
"CEGS","MH 4059","B","S","Mizoram","5.34","3.30","8.93","6.43","13.99","6.68","7.79","13.75","9.84","11.09","17.49","7.36"
"CEGS","MH 4059","B","S","Nagaland","11.80","28.51","14.25","24.79","41.56","30.13","46.17","51.73","112.49","99.35","138.34","145.68"
"CEGS","MH 4059","B","G","Orissa","15.02","14.65","16.68","11.10","29.62","23.12","31.30","51.02","132.10","177.43","163.55","171.74"
"CEGS","MH 4059","B","G","Punjab","12.02","15.54","12.58","15.21","10.16","4.33","8.83","31.37","52.52","70.43","68.74","116.27"
"CEGS","MH 4059","B","G","Rajasthan","26.21","20.63","26.85","41.48","49.60","62.50","88.93","85.01","68.24","46.59","39.14","84.02"
"CEGS","MH 4059","B","S","Sikkim","3.64","3.94","6.42","9.00","11.52","13.83","14.46","16.86","34.68","73.24","86.48","56.21"
"CEGS","MH 4059","B","G","Tamil Nadu","92.29","77.79","57.99","33.41","97.07","46.26","43.57","51.40","71.96","114.28","392.67","517.32"
"CEGS","MH 4059","B","S","Tripura","4.66","7.12","15.12","13.64","7.43","10.39","11.43","11.59","23.43","64.59","69.43","23.37"
"CEGS","MH 4059","B","G","Uttar Pradesh","19.47","84.90","61.11","109.85","68.55","87.55","115.09","305.14","347.08","387.89","223.07","272.51"
"CEGS","MH 4059","B","S","Uttarakhand","0.00","1.24","20.82","28.38","34.79","123.30","149.79","131.18","165.82","139.00","97.67","91.99"
"CEGS","MH 4059","B","G","West Bengal","93.59","43.80","45.87","31.97","12.70","20.79","21.73","68.09","34.96","95.90","114.66","65.13"
"CEGS","MH 4070","A","U","A Union Govt","0.04","2.57","4.24","1.17","7.59","1.80","1.50","1.45","366.02","357.64","65.58","72.26"
"CEGS","MH 4070","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","Andhra Pradesh","0.00","0.00","0.00","196.24","202.68","260.92","3.40","0.88","1.66","4.47","14.53","11.60"
"CEGS","MH 4070","B","S","Arunachal Pradesh","0.14","1.28","1.03","1.25","1.21","0.79","0.22","0.27","0.00","2.49","4.01","8.33"
"CEGS","MH 4070","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","12.50","21.55","70.56","127.66","101.07","37.90","51.72"
"CEGS","MH 4070","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","5.00","2.57","0.55","0.71","1.02","0.00","0.00"
"CEGS","MH 4070","B","UT","D NCT Delhi","7.89","15.82","12.99","19.63","16.42","18.92","20.40","32.77","32.22","71.16","72.71","59.64"
"CEGS","MH 4070","B","G","Goa","0.00","NA","0.00","0.00","0.00","0.00","0.00","0.00","0.57","0.33","0.39","0.66"
"CEGS","MH 4070","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.60"
"CEGS","MH 4070","B","S","Jammu and Kashmir","1.99","1.31","4.07","2.25","0.67","1.62","2.92","2.71","3.25","4.94","8.29","8.01"
"CEGS","MH 4070","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","27.00","6.28","12.19","6.35","12.32","9.30"
"CEGS","MH 4070","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.48","0.00","0.37","0.09"
"CEGS","MH 4070","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","Madhya Pradesh","0.00","0.00","0.91","14.14","4.27","0.03","0.01","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","Maharastra","15.70","4.12","1.15","1.62","5.32","3.72","6.86","142.70","127.92","127.72","94.63","138.45"
"CEGS","MH 4070","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.41","0.63","0.79","0.25","0.50","0.15","0.45"
"CEGS","MH 4070","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","Punjab","2.00","0.00","0.50","0.00","1.51","6.58","17.50","5.48","10.41","0.30","0.89","8.95"
"CEGS","MH 4070","B","G","Rajasthan","1.75","0.45","0.35","0.10","0.16","0.16","1.38","0.29","0.16","0.00","0.25","1.69"
"CEGS","MH 4070","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","Tamil Nadu","1.20","0.38","1.82","20.69","51.40","71.16","42.65","20.39","15.12","17.23","1.50","3.59"
"CEGS","MH 4070","B","S","Tripura","1.66","1.13","8.62","17.80","18.60","37.19","66.35","62.62","71.05","95.47","117.50","87.36"
"CEGS","MH 4070","B","G","Uttar Pradesh","7.44","5.16","2.21","19.18","82.00","52.30","52.54","183.11","43.70","212.66","184.69","462.83"
"CEGS","MH 4070","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4070","B","G","West Bengal","0.00","0.00","1.02","0.00","1.38","2.85","4.51","8.51","24.97","40.77","29.86","15.45"
"CEGS","MH 4075","A","U","A Union Govt","4.51","-1.24","14.14","7.91","-42.16","-35.30","-23.78","-77.25","-61.73","-4.42","0.80","3.11"
"CEGS","MH 4075","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEGS","MH 4075","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
