"Sector","Major Head","Cat1","Cat2","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"CESS","MH 4221","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4221","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4221","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4221","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4221","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.00","0.00","0.00"
"CESS","MH 4221","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4221","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4221","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4221","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4225","A","U","A Union Govt","191.05","77.69","114.10","132.08","107.57","197.97","107.80","137.39","185.51","205.98","250.73","360.67"
"CESS","MH 4225","B","UT","A UT Puducherry","0.00","0.27","0.00","0.30","0.20","0.63","2.07","3.07","1.03","3.92","4.52","1.21"
"CESS","MH 4225","B","G","Andhra Pradesh","20.51","24.75","49.38","79.19","226.20","235.63","100.47","75.51","85.44","184.06","230.54","275.76"
"CESS","MH 4225","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4225","B","S","Assam","0.15","0.02","0.02","0.01","0.10","0.10","0.03","0.13","0.62","0.89","0.45","0.00"
"CESS","MH 4225","B","G","Bihar","7.28","15.65","0.20","2.08","28.76","8.49","37.18","59.01","44.75","41.77","26.17","29.79"
"CESS","MH 4225","B","G","Chattisgarh","0.00","18.44","34.86","49.11","36.61","101.36","183.73","159.19","175.79","185.96","160.08","217.28"
"CESS","MH 4225","B","UT","D NCT Delhi","4.32","-5.18","11.99","14.34","28.44","11.26","2.71","15.78","30.72","29.52","21.07","14.95"
"CESS","MH 4225","B","G","Goa","0.05","0.05","0.05","0.32","1.05","0.05","1.05","0.55","1.05","1.10","6.17","4.95"
"CESS","MH 4225","B","G","Gujarat","12.10","9.67","2.16","3.74","7.33","9.80","12.99","15.00","28.75","36.30","56.57","50.09"
"CESS","MH 4225","B","G","Haryana","0.30","0.45","0.70","0.70","0.70","0.75","2.40","3.00","2.65","2.40","2.80","2.66"
"CESS","MH 4225","B","S","Himachal Pradesh","0.83","1.70","2.25","2.64","4.10","11.55","33.09","18.14","7.87","9.09","9.08","6.93"
"CESS","MH 4225","B","S","Jammu and Kashmir","0.58","0.22","2.84","2.51","4.70","2.82","3.43","2.91","2.78","5.06","7.22","7.40"
"CESS","MH 4225","B","G","Jharkhand","0.00","0.00","5.75","7.71","4.11","5.45","62.49","51.21","88.16","95.15","58.08","187.53"
"CESS","MH 4225","B","G","Karnataka","44.27","47.49","48.38","55.10","88.35","55.29","66.37","164.40","201.25","227.80","239.73","211.50"
"CESS","MH 4225","B","G","Kerala","17.85","18.93","9.91","13.63","10.48","28.23","24.19","29.42","37.62","31.29","37.87","72.37"
"CESS","MH 4225","B","G","Madhya Pradesh","92.54","73.75","61.10","105.24","102.99","109.68","130.28","165.43","242.11","275.93","258.40","344.23"
"CESS","MH 4225","B","G","Maharastra","61.32","18.69","38.90","21.90","70.08","119.16","207.82","593.37","377.39","682.20","310.82","477.44"
"CESS","MH 4225","B","S","Manipur","0.00","0.00","0.30","0.00","0.00","4.34","2.36","1.23","4.43","39.03","54.13","47.24"
"CESS","MH 4225","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4225","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4225","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4225","B","G","Orissa","2.71","6.27","5.72","8.86","3.14","1.47","11.37","32.57","88.63","92.59","133.56","394.69"
"CESS","MH 4225","B","G","Punjab","0.50","0.00","0.00","2.00","0.00","0.00","0.00","3.96","0.00","0.04","0.00","3.50"
"CESS","MH 4225","B","G","Rajasthan","24.70","22.88","70.14","47.33","55.02","48.85","55.48","85.10","113.51","117.28","94.92","214.67"
"CESS","MH 4225","B","S","Sikkim","1.00","1.29","2.28","3.83","1.29","1.17","0.13","2.82","1.25","2.89","1.42","0.44"
"CESS","MH 4225","B","G","Tamil Nadu","33.76","16.28","9.41","14.34","75.17","90.49","108.60","85.80","102.50","101.45","110.99","76.80"
"CESS","MH 4225","B","S","Tripura","1.81","0.00","19.83","18.79","12.88","9.45","33.06","13.23","17.14","25.51","46.20","30.34"
"CESS","MH 4225","B","G","Uttar Pradesh","151.34","131.05","47.37","168.05","49.72","34.50","78.80","34.82","100.28","170.95","83.21","65.28"
"CESS","MH 4225","B","S","Uttarakhand","0.00","0.01","3.30","6.82","11.29","33.83","45.61","66.83","65.09","21.04","6.17","8.37"
"CESS","MH 4225","B","G","West Bengal","7.84","1.71","4.96","1.56","2.96","7.69","12.85","13.32","7.93","30.28","25.64","21.67"
"CESS","MH 4235","A","U","A Union Govt","11.32","0.61","1.06","11.34","1.00","1.80","12.76","8.22","14.28","27.39","61.58","66.11"
"CESS","MH 4235","B","UT","A UT Puducherry","0.51","0.79","0.41","0.69","0.69","0.96","0.42","0.42","0.42","0.42","1.43","0.43"
"CESS","MH 4235","B","G","Andhra Pradesh","92.59","0.97","1.82","-0.07","3.79","2.98","8.69","0.49","0.50","7.77","9.43","10.40"
"CESS","MH 4235","B","S","Arunachal Pradesh","0.00","0.60","5.36","0.06","12.75","4.34","13.84","5.24","16.09","18.86","6.11","36.19"
"CESS","MH 4235","B","S","Assam","0.03","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.33","0.00"
"CESS","MH 4235","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","19.63","0.00","6.84","107.52","100.76","153.59","88.46"
"CESS","MH 4235","B","G","Chattisgarh","0.00","0.00","0.84","14.03","33.78","11.01","22.02","15.78","22.31","23.67","0.56","19.15"
"CESS","MH 4235","B","UT","D NCT Delhi","2.15","2.17","3.79","2.53","8.63","7.74","7.38","6.93","7.48","9.76","17.05","16.97"
"CESS","MH 4235","B","G","Goa","0.21","0.11","0.03","0.36","0.25","0.09","0.00","0.44","0.62","0.87","1.58","2.31"
"CESS","MH 4235","B","G","Gujarat","1.18","0.47","0.49","0.62","0.48","0.49","0.58","3.22","1.84","3.61","6.45","1.05"
"CESS","MH 4235","B","G","Haryana","0.42","0.43","0.21","1.06","7.39","7.43","12.12","8.86","13.63","15.32","17.59","7.81"
"CESS","MH 4235","B","S","Himachal Pradesh","0.26","0.40","0.35","0.30","0.05","0.05","2.58","0.44","4.41","15.20","7.19","8.24"
"CESS","MH 4235","B","S","Jammu and Kashmir","-14.98","-18.12","-34.28","24.13","27.28","20.44","11.78","20.67","70.46","139.84","209.24","222.71"
"CESS","MH 4235","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4235","B","G","Karnataka","1.14","1.11","2.65","13.62","6.82","5.46","3.57","2.74","19.57","48.37","48.19","99.88"
"CESS","MH 4235","B","G","Kerala","0.85","1.09","0.93","2.38","5.80","3.68","4.22","1.74","1.40","2.28","3.84","15.28"
"CESS","MH 4235","B","G","Madhya Pradesh","3.88","0.60","0.26","1.21","12.10","13.55","3.63","8.01","18.13","55.37","47.03","158.47"
"CESS","MH 4235","B","G","Maharastra","1.38","2.53","2.68","2.23","1.75","3.41","1.14","2.20","-2.21","55.23","60.97","21.22"
"CESS","MH 4235","B","S","Manipur","0.06","0.00","0.00","4.18","4.84","8.55","8.19","0.12","17.69","0.00","14.10","0.00"
"CESS","MH 4235","B","S","Meghalaya","0.00","0.00","0.00","1.94","4.38","2.44","8.00","7.99","0.51","0.69","0.20","5.86"
"CESS","MH 4235","B","S","Mizoram","0.00","0.00","0.00","2.52","5.07","5.25","7.42","22.09","15.02","8.68","0.36","0.00"
"CESS","MH 4235","B","S","Nagaland","3.71","0.68","0.04","5.53","3.41","6.00","7.31","22.77","6.36","7.33","1.42","14.65"
"CESS","MH 4235","B","G","Orissa","0.00","0.08","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4235","B","G","Punjab","0.00","0.01","0.01","0.01","0.04","0.00","5.23","0.72","0.01","0.00","0.46","0.70"
"CESS","MH 4235","B","G","Rajasthan","0.49","1.81","1.59","7.98","5.64","4.64","5.76","5.91","11.71","10.59","6.57","5.01"
"CESS","MH 4235","B","S","Sikkim","0.00","0.00","0.00","0.38","0.00","0.79","0.00","0.48","5.57","0.46","6.07","0.60"
"CESS","MH 4235","B","G","Tamil Nadu","1.29","0.56","0.07","0.32","0.71","1.80","1.43","1.17","1.69","1.76","2.95","1.82"
"CESS","MH 4235","B","S","Tripura","0.04","0.00","0.00","0.00","7.88","2.05","5.26","12.68","30.00","23.48","0.01","45.75"
"CESS","MH 4235","B","G","Uttar Pradesh","0.20","2.70","0.79","0.93","4.62","4.50","5.34","5.87","5.56","75.42","185.20","394.83"
"CESS","MH 4235","B","S","Uttarakhand","0.00","0.00","0.50","0.72","12.71","9.62","6.77","1.20","3.60","4.16","2.51","5.44"
"CESS","MH 4235","B","G","West Bengal","8.13","7.72","7.01","2.92","7.16","14.43","13.13","14.30","21.41","58.89","25.81","4.90"
"CESS","MH 4236","A","U","A Union Govt","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Gujarat","0.00","0.00","0.00","0.00","6.00","0.00","5.00","4.78","5.00","60.00","109.64","110.00"
"CESS","MH 4236","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Jammu and Kashmir","0.80","0.12","0.13","0.74","0.45","2.13","5.09","4.08","6.34","13.05","47.86","37.83"
"CESS","MH 4236","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Rajasthan","0.00","8.45","25.11","9.23","0.00","0.75","10.56","33.89","14.95","0.63","14.42","0.00"
"CESS","MH 4236","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","Tamil Nadu","0.00","3.64","0.00","-0.04","4.71","0.23","0.84","2.60","7.05","22.82","0.00","198.03"
"CESS","MH 4236","B","S","Tripura","0.00","0.00","1.32","0.00","0.00","0.00","0.00","0.08","0.03","0.12","0.07","0.13"
"CESS","MH 4236","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4236","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4250","A","U","A Union Govt","3.43","13.13","9.60","13.05","6.14","8.42","16.97","19.27","25.35","25.22","73.69","110.09"
"CESS","MH 4250","B","UT","A UT Puducherry","0.50","0.60","0.05","0.02","0.01","0.16","0.22","1.95","1.91","0.40","1.10","0.39"
"CESS","MH 4250","B","G","Andhra Pradesh","0.93","-0.03","0.38","103.90","1.03","0.60","1.75","0.17","1.27","4.65","8.19","11.86"
"CESS","MH 4250","B","S","Arunachal Pradesh","0.11","0.14","0.69","1.26","0.66","1.38","2.14","0.72","0.47","0.44","0.61","1.18"
"CESS","MH 4250","B","S","Assam","0.22","0.23","0.13","0.01","0.17","0.01","0.00","0.07","0.00","0.01","1.12","0.03"
"CESS","MH 4250","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.81","4.49","32.27","20.58","14.31"
"CESS","MH 4250","B","G","Chattisgarh","0.00","0.03","0.12","0.05","0.22","0.72","2.42","3.77","11.17","9.02","5.92","5.13"
"CESS","MH 4250","B","UT","D NCT Delhi","1.74","1.09","1.68","1.73","3.34","7.06","8.11","4.58","3.24","2.65","4.00","5.55"
"CESS","MH 4250","B","G","Goa","0.65","0.54","0.07","1.97","0.58","0.24","0.04","0.00","0.91","0.00","0.05","0.00"
"CESS","MH 4250","B","G","Gujarat","1.42","1.13","549.94","543.59","638.57","549.81","807.50","194.99","449.06","225.59","236.67","213.64"
"CESS","MH 4250","B","G","Haryana","0.72","1.43","1.13","0.84","1.92","2.59","3.06","6.40","64.08","101.11","92.02","78.37"
"CESS","MH 4250","B","S","Himachal Pradesh","0.11","0.10","0.02","0.02","0.13","0.18","0.18","0.43","0.22","0.10","0.10","0.41"
"CESS","MH 4250","B","S","Jammu and Kashmir","0.00","0.03","0.00","0.00","0.00","0.00","0.00","2.00","53.70","47.84","0.00","9.04"
"CESS","MH 4250","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4250","B","G","Karnataka","2.26","1.86","1.33","1.07","0.03","0.03","3.42","0.07","19.28","5.40","10.35","14.17"
"CESS","MH 4250","B","G","Kerala","0.09","0.07","0.01","0.16","0.49","0.07","0.65","0.70","1.07","1.03","1.84","4.90"
"CESS","MH 4250","B","G","Madhya Pradesh","0.52","0.92","0.87","0.41","0.23","0.40","0.65","0.73","8.70","6.16","2.08","1.76"
"CESS","MH 4250","B","G","Maharastra","10.96","12.41","11.66","19.39","30.65","41.04","33.80","58.73","69.91","103.55","78.40","89.75"
"CESS","MH 4250","B","S","Manipur","0.00","0.00","0.00","0.00","1.21","0.00","3.50","4.94","2.01","5.32","2.10","1.91"
"CESS","MH 4250","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4250","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4250","B","S","Nagaland","0.02","1.51","0.19","2.47","5.32","2.25","2.67","1.83","2.22","3.41","3.55","5.54"
"CESS","MH 4250","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.50","4.28","12.42"
"CESS","MH 4250","B","G","Punjab","0.49","0.15","0.19","0.06","-0.01","-0.01","-0.01","1.19","3.43","23.50","18.03","19.28"
"CESS","MH 4250","B","G","Rajasthan","0.72","0.23","0.22","0.81","0.54","0.63","7.27","21.30","17.84","8.89","9.06","12.64"
"CESS","MH 4250","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CESS","MH 4250","B","G","Tamil Nadu","2.48","-0.70","0.76","0.52","2.54","4.57","6.04","5.37","3.70","6.06","9.88","19.07"
"CESS","MH 4250","B","S","Tripura","0.00","0.00","0.01","0.05","0.04","0.03","0.00","0.42","0.35","0.74","1.00","0.33"
"CESS","MH 4250","B","G","Uttar Pradesh","0.55","2.65","1.13","4.06","5.49","5.19","4.65","41.10","39.91","66.15","69.37","115.87"
"CESS","MH 4250","B","S","Uttarakhand","0.00","0.00","0.00","0.20","0.99","5.22","3.57","4.10","4.98","4.00","0.00","0.00"
"CESS","MH 4250","B","G","West Bengal","3.21","1.04","1.09","0.75","0.47","1.62","2.52","3.81","4.98","15.46","18.23","21.51"
"CEES","MH 4401","A","U","A Union Govt","10.82","12.17","6.02","6.09","7.37","5.12","8.46","5.87","8.72","78.48","9.81","14.82"
"CEES","MH 4401","B","UT","A UT Puducherry","0.40","0.50","0.75","0.63","0.66","0.52","0.80","0.81","0.14","0.14","3.41","0.21"
"CEES","MH 4401","B","G","Andhra Pradesh","0.28","0.06","0.39","1.96","0.61","0.00","0.16","0.00","-0.01","0.00","0.00","11.60"
"CEES","MH 4401","B","S","Arunachal Pradesh","1.18","1.46","2.58","2.17","1.87","1.67","1.61","3.23","3.81","2.83","0.00","6.88"
"CEES","MH 4401","B","S","Assam","17.75","59.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4401","B","G","Bihar","0.00","2.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4401","B","G","Chattisgarh","0.00","0.02","0.28","0.32","0.35","0.53","1.08","0.70","0.43","0.43","-0.00","0.50"
"CEES","MH 4401","B","UT","D NCT Delhi","0.16","0.15","0.36","0.21","0.26","0.41","0.19","0.14","0.14","0.58","0.15","0.20"
"CEES","MH 4401","B","G","Goa","0.47","0.34","0.64","0.71","0.60","3.84","2.00","1.87","0.85","0.52","1.20","0.78"
"CEES","MH 4401","B","G","Gujarat","6.60","1.14","0.57","0.50","0.50","1.32","1.45","0.73","0.55","1.68","1.83","2.91"
"CEES","MH 4401","B","G","Haryana","-0.00","0.00","-0.00","-0.00","-0.00","-0.00","-0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4401","B","S","Himachal Pradesh","6.12","4.43","1.69","0.53","1.20","3.16","-6.34","0.44","5.75","0.69","10.95","-0.19"
"CEES","MH 4401","B","S","Jammu and Kashmir","21.99","26.74","8.72","5.19","14.18","19.83","28.74","11.84","21.65","36.98","64.87","80.89"
"CEES","MH 4401","B","G","Jharkhand","0.00","0.00","0.00","0.63","0.00","0.00","4.03","3.00","1.00","3.00","0.00","1.50"
"CEES","MH 4401","B","G","Karnataka","0.25","0.11","0.02","0.05","0.05","0.10","0.04","0.23","20.60","7.38","11.50","35.15"
"CEES","MH 4401","B","G","Kerala","2.13","1.87","0.81","0.65","0.38","0.44","1.05","1.37","1.98","0.89","1.98","5.82"
"CEES","MH 4401","B","G","Madhya Pradesh","6.12","0.53","0.76","3.41","0.79","1.26","1.66","1.31","-0.09","0.00","0.00","138.71"
"CEES","MH 4401","B","G","Maharastra","0.50","1.36","-1.00","0.79","0.17","0.17","0.65","-0.49","126.46","0.33","1.48","0.18"
"CEES","MH 4401","B","S","Manipur","0.26","-0.10","-0.00","-0.05","-0.01","0.10","0.00","-0.01","0.00","0.00","0.00","7.50"
"CEES","MH 4401","B","S","Meghalaya","0.06","0.13","0.15","0.14","0.16","0.28","0.38","0.38","0.86","0.39","3.83","1.09"
"CEES","MH 4401","B","S","Mizoram","8.89","5.02","3.91","4.41","3.23","2.06","1.63","4.89","2.72","0.55","0.55","3.37"
"CEES","MH 4401","B","S","Nagaland","0.72","8.31","8.47","5.05","2.72","4.97","6.60","5.92","9.03","13.73","13.21","22.51"
"CEES","MH 4401","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","-0.00","-0.01","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4401","B","G","Punjab","-0.35","0.28","-0.31","-0.30","-0.30","-0.16","0.49","-0.35","0.54","-0.54","-0.03","-0.02"
"CEES","MH 4401","B","G","Rajasthan","55.21","17.67","0.50","-0.01","0.13","0.64","7.65","2.85","3.75","44.93","26.13","105.84"
"CEES","MH 4401","B","S","Sikkim","0.20","0.30","0.31","1.01","0.22","0.41","0.96","0.85","3.10","2.65","6.48","0.00"
"CEES","MH 4401","B","G","Tamil Nadu","7.37","6.79","5.49","4.45","5.94","14.71","0.45","1.84","0.24","3.83","8.04","13.79"
"CEES","MH 4401","B","S","Tripura","0.48","-1.96","-0.13","3.17","6.21","3.59","5.19","3.26","5.15","6.85","14.94","24.75"
"CEES","MH 4401","B","G","Uttar Pradesh","61.07","29.60","214.57","256.66","149.25","3.74","20.81","8.27","8.66","18.79","-94.54","3.63"
"CEES","MH 4401","B","S","Uttarakhand","0.00","-1.25","0.81","4.79","1.92","1.05","1.36","3.33","16.48","6.12","-7.79","16.88"
"CEES","MH 4401","B","G","West Bengal","0.66","0.37","0.39","0.02","0.27","0.18","2.49","8.36","2.05","3.76","4.67","16.83"
"CEES","MH 4402","A","U","A Union Govt","2.80","0.84","0.41","0.57","0.47","0.04","0.19","0.34","1.59","3.01","18.44","1.44"
"CEES","MH 4402","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","S","Arunachal Pradesh","0.48","0.35","0.39","0.38","0.22","0.04","0.00","5.08","3.82","5.60","1.46","1.20"
"CEES","MH 4402","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Chattisgarh","0.00","2.33","5.46","6.20","6.88","7.21","15.79","20.89","24.45","24.62","26.45","18.20"
"CEES","MH 4402","B","UT","D NCT Delhi","0.00","0.00","0.20","0.08","0.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Goa","0.10","0.10","0.38","0.55","0.45","0.91","1.13","1.44","1.79","0.43","2.60","7.38"
"CEES","MH 4402","B","G","Gujarat","8.35","7.40","1.56","1.70","2.22","1.98","0.67","1.09","1.10","1.25","1.81","1.70"
"CEES","MH 4402","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","S","Himachal Pradesh","0.00","3.50","8.16","18.39","8.32","5.44","5.80","10.01","9.60","18.66","48.64","50.12"
"CEES","MH 4402","B","S","Jammu and Kashmir","4.42","5.29","9.28","18.89","34.00","25.36","25.07","9.10","8.36","6.90","6.38","9.20"
"CEES","MH 4402","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","19.99","3.86","3.97","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Kerala","5.27","1.14","2.83","2.62","7.41","3.50","9.65","15.87","10.00","13.48","13.21","16.46"
"CEES","MH 4402","B","G","Madhya Pradesh","6.03","7.80","13.33","18.92","11.90","12.43","15.15","10.94","13.31","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Maharastra","130.69","80.28","49.77","74.52","179.74","163.29","133.44","384.60","446.19","573.61","275.95","531.18"
"CEES","MH 4402","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.50","0.00","0.00"
"CEES","MH 4402","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","S","Mizoram","0.00","0.05","1.02","0.90","1.10","1.00","2.94","2.01","6.33","4.87","4.05","8.26"
"CEES","MH 4402","B","S","Nagaland","0.00","0.00","0.16","0.13","0.10","0.10","0.24","0.18","0.20","0.20","0.40","0.37"
"CEES","MH 4402","B","G","Orissa","0.00","0.00","-0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Punjab","0.00","0.00","0.00","0.00","0.73","0.86","8.37","11.10","4.69","5.37","0.82","5.21"
"CEES","MH 4402","B","G","Rajasthan","13.07","11.28","8.61","10.68","12.86","13.88","16.33","21.56","23.61","33.68","24.90","26.18"
"CEES","MH 4402","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","G","Tamil Nadu","1.14","1.08","0.58","-0.00","0.31","0.37","10.34","30.38","47.98","65.82","48.22","48.44"
"CEES","MH 4402","B","S","Tripura","0.00","0.00","3.19","1.84","3.08","3.36","3.20","3.80","4.09","4.09","5.29","12.06"
"CEES","MH 4402","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.92","3.15","0.00","0.00"
"CEES","MH 4402","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"CEES","MH 4402","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
