"","PercentageValues.Total.No.Of.Schools","PercentageValues.Schools.Approachable.By.Road.in.All.Weather","PercentageValues.Washrooms.For.Both","PercentageValues.Playground.Facilitated.Schools","PercentageValues.Boundarywall.Facilitated.Schools","PercentageValues.Drinking.Water.Facilitated.Schools","PercentageValues.Electricity.Facilitated.Schools","PercentageValues.Computer.Facilitated.Schools","PercentageValues.Mid.Day.Meal.Facilitated.Schools","PercentageValues.Total.Teachers"
"15",100,89.8370086289549,99.2010226909556,87.7596676254394,74.1131351869607,100,97.8267817193992,27.8363694471077,80.5688718440396,600.958772770853
"16",100,61.5107913669065,96.7625899280576,36.6906474820144,38.8489208633094,98.5611510791367,63.6690647482014,27.6978417266187,96.0431654676259,393.165467625899
"17",100,74.7542134831461,99.3679775280899,90.6952247191011,85.498595505618,99.6839887640449,98.9817415730337,20.7162921348315,86.1306179775281,480.969101123596
"18",100,99.7471554993679,98.2300884955752,52.5916561314791,90.0126422250316,99.8735777496839,99.3678887484197,48.4197218710493,87.9898862199747,441.34007585335
"19",100,100,93.4678194044188,87.5120076849183,97.5984630163305,100,100,92.1229586935639,75.6964457252642,771.565802113353
"20",100,89.1178024300053,97.675647120972,75.5414685684099,86.7934495509773,100,99.7886951928156,58.9012150026413,88.4838880084522,683.148441627047
"21",100,99.2462311557789,90.2010050251256,87.3366834170854,95.7788944723618,99.4472361809045,99.8994974874372,92.5628140703518,48.7939698492462,833.316582914573
"22",100,91.5605846298916,88.8260254596888,73.7388024516737,91.5134370579915,100,99.1984912776992,73.7859500235738,80.1508722300802,631.636020744932
"23",100,89.3345771144279,79.6952736318408,68.4390547263682,44.4651741293532,94.7761194029851,33.955223880597,21.2997512437811,62.9664179104478,469.993781094527
"24",100,86.4451017922394,79.9373586218897,58.2738820254046,44.5101792239429,97.5639464068209,29.0760396728728,12.2150687315121,78.4757264659822,284.913868105098
"25",100,85.8061325420376,91.6419386745796,46.0929772502473,35.0642927794263,87.190900098912,10.7319485657765,6.92383778437191,92.433234421365,240.356083086053
"26",100,91.8436441982148,95.8756540473992,59.8337950138504,42.5361649738381,100,17.8516466605109,9.41828254847645,85.4724530624808,404.555247768544
"27",100,88.7526174095124,59.0487586000598,46.6347591983249,20.4307508226144,100,15.1061920430751,7.44839964104098,89.530361950344,262.997307807359
"28",100,90.2084237950499,88.6452453321754,56.1007381676075,42.4012158054711,99.1966999565784,23.2957012592271,11.4633087277464,76.5523230568823,395.961788970907
"29",100,92.3655292076345,93.7536148062464,54.1642567958357,50.9543088490457,99.7975708502024,23.5396182764604,13.5049161364951,79.5546558704453,390.341237709659
"30",100,96.4331210191083,90.0891719745223,76.8152866242038,75.3630573248408,96.5095541401274,59.2611464968153,45.9872611464968,42.8535031847134,445.095541401274
"31",100,91.3362701908957,70.8516886930984,77.6798825256975,28.1938325991189,89.9779735682819,23.2745961820852,13.1791483113069,79.5888399412628,439.904552129222
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",100,92.2737306843267,99.2273730684327,95.0331125827815,81.3465783664459,99.8896247240618,99.8896247240618,36.9757174392936,83.9955849889625,662.80353200883
"34",100,87.0498084291188,99.3103448275862,69.5019157088123,53.4099616858238,100,98.3908045977011,30.3448275862069,82.4521072796935,588.199233716475
"35",100,71.4555765595463,97.7315689981096,73.1568998109641,58.7271581600504,100,86.4524259609326,19.533711405167,90.1701323251418,444.801512287335
"36",100,97.7635782747604,100,99.6805111821086,78.2747603833866,100,97.7635782747604,40.5750798722045,86.2619808306709,538.338658146965
"37",100,74.6871444823663,76.7349260523322,52.1615472127418,44.5392491467577,99.4311717861206,39.2491467576792,13.9931740614334,80.5460750853242,503.924914675768
"38",100,94.3686006825939,96.4163822525597,31.0580204778157,38.9078498293515,58.8737201365188,7.67918088737201,22.1843003412969,88.5665529010239,472.013651877133
"39",100,68.9931350114417,79.2906178489702,14.3020594965675,17.8489702517162,96.3386727688787,11.5560640732265,9.1533180778032,90.1601830663616,428.37528604119
"40",100,97.8308026030369,99.1323210412148,69.1973969631237,92.9501084598699,100,99.8915401301518,49.8915401301518,92.0824295010846,475.813449023861
"41",100,94.1619585687382,83.0508474576271,58.1920903954802,61.5819209039548,98.8700564971751,29.84934086629,18.9265536723164,77.4011299435028,396.798493408663
"42",100,66.2447257383966,98.9873417721519,94.7679324894515,76.3713080168776,99.0717299578059,79.0717299578059,22.9535864978903,84.9789029535865,472.067510548523
"43",100,64.692611393119,99.1539763113367,79.7518330513254,64.2413987591653,100,87.0840383530739,20.0225606316977,91.8781725888325,408.911449520587
"44",100,99.6650539635281,97.9531075548939,87.4953479717157,47.8972832154819,100,74.2463714179382,23.9672497208783,85.8950502419055,522.553033122441
"45",100,94.6356275303644,98.8866396761134,100,73.2793522267206,100,100,38.4615384615385,77.4291497975709,652.125506072874
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",100,91.4588859416446,89.6551724137931,31.5649867374005,41.0610079575597,95.0663129973475,19.5225464190981,18.2493368700265,79.946949602122,625.145888594164
"48",100,89.6536796536796,97.9220779220779,32.9437229437229,25.7575757575758,91.2987012987013,35.4112554112554,11.6450216450216,82.7705627705628,550.12987012987
"49",100,76.9072164948454,96.9072164948454,26.9072164948454,33.6082474226804,93.4020618556701,18.2474226804124,14.639175257732,77.9381443298969,565.051546391753
"50",100,96.2848297213622,98.1424148606811,39.6284829721362,44.1176470588235,100,28.328173374613,20.1238390092879,77.2445820433437,576.006191950464
"51",100,39.8834304746045,99.2506244796003,27.0607826810991,13.488759367194,100,22.5645295587011,9.6586178184846,93.1723563696919,376.76935886761
"52",100,64.8195221148958,95.2211489578038,40.620233858668,14.844941535333,92.3233350279614,23.5383833248602,16.1159125571937,86.0701576004067,462.125063548551
"53",100,90.8637873754153,87.7906976744186,71.4285714285714,70.8056478405316,97.5498338870432,61.171096345515,36.3787375415282,63.0398671096345,803.197674418605
"54",100,92.8,91.7333333333333,55.4666666666667,77.3333333333333,72.2666666666667,29.6,40.2666666666667,81.0666666666667,685.066666666667
"55",100,98.1725888324873,78.6802030456853,61.6243654822335,84.8730964467005,98.4771573604061,61.4213197969543,50.5583756345178,49.6446700507614,1069.44162436548
"56",100,73.8862234407128,99.3145990404387,28.1699794379712,11.9259766963674,88.0740233036326,13.1596984235778,7.47087045921864,85.8122001370802,469.431117203564
"57",100,93.8715953307393,67.704280155642,35.7003891050584,42.3151750972763,96.2062256809339,21.8871595330739,19.0661478599222,78.5019455252918,601.070038910506
"58",100,89.7802197802198,98.9377289377289,74.3956043956044,98.1684981684982,100,99.4139194139194,67.9120879120879,86.8131868131868,709.194139194139
"59",100,94.4006999125109,92.3884514435696,73.4033245844269,93.6132983377078,100,99.825021872266,88.1014873140857,77.7777777777778,782.764654418198
"60",100,99.5658465991317,88.6396526772793,78.3646888567294,93.849493487699,100,100,74.4573082489146,77.9305354558611,769.392185238784
"61",100,66.5584415584416,94.9134199134199,25.2164502164502,7.14285714285714,96.7532467532468,40.3679653679654,8.87445887445888,89.3939393939394,406.385281385281
"62",100,91.8518518518518,66.3703703703704,37.037037037037,40.1481481481482,91.4074074074074,22.962962962963,19.4074074074074,82.5185185185185,600.740740740741
"63",100,60.1146131805158,55.9312320916905,35.243553008596,19.8280802292264,97.5358166189112,29.4555873925501,12.4355300859599,85.9025787965616,450.085959885387
"64",100,97.9564032697548,98.0245231607629,33.3787465940054,35.4223433242507,100,17.0299727520436,14.6457765667575,83.5149863760218,566.485013623978
"65",100,57.2947430596574,63.8511518015357,21.1458948611931,12.9356172474897,72.1795629060839,13.7034849379799,8.6828115770821,87.2415829887773,416.007088009451
"66",100,77.6011560693642,72.5915221579962,20.4238921001927,26.9749518304432,80.8285163776493,9.10404624277457,8.33333333333333,85.7899807321773,469.990366088632
"67",100,85.8806404657933,75.5458515283843,60.9898107714702,70.3056768558952,95.1965065502183,79.330422125182,36.5356622998544,69.8689956331878,682.387190684134
"68",100,94.2890442890443,95.5710955710956,32.7505827505828,23.7762237762238,100,11.4219114219114,11.1888111888112,90.4428904428904,492.890442890443
"69",100,98.7341772151899,100,55.6962025316456,91.1392405063291,100,100,59.4936708860759,79.746835443038,1056.96202531646
"70",100,100,85.3658536585366,39.0243902439024,95.1219512195122,100,100,53.6585365853659,80.4878048780488,800
"71",100,99.0970654627539,88.4875846501129,76.8246802106847,94.8833709556057,100,100,93.1527464258841,75.3950338600451,936.644093303235
"72",100,98.9697802197802,94.8489010989011,91.7239010989011,99.5192307692308,100,100,88.6675824175824,44.2994505494505,975.309065934066
"73",100,98.7591240875912,97.8102189781022,58.978102189781,79.5620437956204,99.9270072992701,97.956204379562,54.6715328467153,91.3868613138686,410.14598540146
"74",100,98.8732394366197,91.2676056338028,85.0704225352113,98.0281690140845,99.4366197183099,99.7183098591549,90.9859154929577,71.5492957746479,980.56338028169
"75",100,99.4199535962877,94.0255220417633,77.0881670533643,92.5754060324826,100,100,61.6009280742459,69.3735498839907,885.092807424594
"76",100,100,99.8583569405099,83.0736543909348,83.0736543909348,100,100,59.0651558073654,89.3059490084986,516.218130311615
"77",100,98.5658409387223,99.5436766623207,81.8122555410691,89.5045632333768,100,100,72.2946544980443,82.3989569752282,627.249022164276
"78",100,99.7647058823529,99.5294117647059,68.7058823529412,90.5882352941177,100,100,46.1176470588235,90.3529411764706,503.058823529412
"79",100,97.8311386522076,93.4934159566228,90.9372579395817,98.2184353214562,100,99.8450813323005,89.5429899302866,80.6351665375678,843.764523625097
"80",100,94.5077720207254,93.160621761658,75.7512953367876,97.0984455958549,100,100,80.2072538860104,86.5284974093264,779.585492227979
"81",100,90.7452907452907,90.8271908271908,69.6969696969697,95.986895986896,100,100,82.5552825552825,77.1498771498772,732.923832923833
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",100,99.3563958165728,94.5293644408689,79.4046661303298,97.184231697506,100,99.597747385358,84.3925985518906,60.7401448109413,724.296057924377
"84",100,100,92.4731182795699,73.2377538829152,92.9510155316607,99.4026284348865,97.610513739546,56.5113500597372,74.6714456391876,534.408602150538
"85",100,99.0055248618785,95.0276243093923,62.9834254143646,89.171270718232,100,100,77.7900552486188,81.878453038674,691.049723756906
"86",100,99.2644053943604,90.8459337964855,83.9395177768696,93.7883122190437,99.95913363302,100,79.0764201062526,55.3330608908868,1047.15978749489
"87",100,98.8668555240793,85.2691218130312,69.4995278564684,95.9395656279509,100,99.7167138810198,78.6591123701605,69.4995278564684,702.644003777148
"88",100,93.2314410480349,89.9563318777293,78.6026200873362,96.0698689956332,99.7816593886463,97.5982532751092,71.3973799126638,68.9956331877729,749.781659388646
"89",100,99.4548286604361,97.8971962616822,61.3707165109034,90.4205607476635,100,99.9221183800623,61.214953271028,78.8940809968847,731.464174454829
"90",100,100,92.7145708582834,81.7365269461078,99.9001996007984,100,100,88.622754491018,64.3712574850299,939.421157684631
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",100,91.8073796122577,96.8105065666041,63.1019387116948,90.4940587867417,100,100,64.6654158849281,89.6810506566604,600.250156347717
"94",100,97.2443355786895,95.2235150030618,84.8132271892223,92.0391916717697,100,99.8775260257195,63.8701775872627,87.9975505205144,646.478873239437
"95",100,80.2664035520474,94.7705969412926,98.4213122841638,41.0458806117415,99.3586581154415,23.334977799704,13.7148495313271,85.1998026640355,407.646768623582
"96",100,78.5269329424698,91.9750824477831,43.5324294613412,38.2924148039575,97.031879809454,18.1751557347014,12.0190545987541,84.4998167827043,317.772077684133
"97",100,92.5696594427245,99.6904024767802,43.6532507739938,55.1083591331269,100,99.6904024767802,39.3188854489164,87.6160990712074,746.439628482972
"98",100,79.0322580645161,76.036866359447,64.8617511520737,28.3986175115207,98.0990783410138,18.6059907834101,13.4792626728111,84.6198156682028,368.029953917051
"99",100,95.5600403632694,92.6673393878237,78.7420114362597,48.267743020518,96.0645812310797,25.5297679112008,16.0780356542213,83.6865119408005,377.295660948537
"100",100,96.4252336448598,89.5560747663551,85.0934579439252,38.2242990654206,99.0420560747664,18.3644859813084,10,87.7803738317757,337.056074766355
"101",100,92.2122246354328,89.699038163202,93.2050884269314,52.249457027614,97.3627055538318,12.8762022959975,9.4942600062054,90.1334160719826,327.738132174992
"102",100,80.3531009506564,91.5346310547759,93.0285196921684,56.6319601629697,99.5020371208692,23.3137166138524,16.6138524219104,78.5875961973744,446.49162516976
"103",100,75.8047400070746,94.8001414927485,51.1850017686594,49.6639547223205,92.5362575168023,31.0930314821365,14.5383799080297,72.338167668907,388.892819243014
"104",100,92.5195618153365,84.8200312989045,61.377151799687,52.4569640062598,99.3740219092332,36.2128325508607,21.2519561815336,70.7981220657277,494.241001564945
"105",100,92.1148825065274,87.5456919060052,94.6997389033943,35.5352480417755,95.2219321148825,22.4543080939948,12.6109660574413,81.201044386423,390.939947780679
"106",100,94.2238267148014,91.8170878459687,84.1756919374248,56.9795427196149,98.8567990373045,34.4765342960289,18.5920577617329,75.7521058965102,413.658243080626
"107",100,94.017094017094,90.9327387588257,43.2552954292085,48.9780750650316,99.9256781865478,14.0468227424749,7.76662950575994,86.2504645113341,328.985507246377
"108",100,92.7520235467255,96.9462840323768,66.1883738042678,34.8417954378219,91.3907284768212,19.6100073583517,13.8704930095659,82.4871228844739,411.515820456218
"109",100,91.6860658463585,89.9567675424011,66.3119388094446,52.6770867974726,99.9002327901563,30.0631858995677,19.2883272364483,71.8989025606917,402.760226139009
"110",100,82.8825191764231,77.8764634638676,83.4073475979007,45.8619297537344,97.2143722244651,32.9027048849415,12.1921679450949,74.4852644327816,357.448526443278
"111",100,89.6802325581395,80.2083333333333,55.6201550387597,35.8042635658915,95.4941860465116,22.6017441860465,9.71414728682171,84.4961240310078,339.098837209302
"112",100,92.667145938174,89.7196261682243,64.7735442127966,44.8598130841121,100,20.2731847591661,12.2214234363767,80.5176132278936,316.894320632638
"113",100,91.9751258513473,91.2644358898431,89.0435297601421,48.8599348534202,94.6994373704471,27.4800118448327,11.1341427302339,74.1486526502813,352.265324252295
"114",100,87.1336459554513,88.6869871043376,68.2297772567409,45.3106682297773,94.5193434935522,26.7878077373974,15.8558030480657,72.0984759671747,346.424384525205
"115",100,89.9308224442736,91.890853189854,36.010760953113,28.6318216756341,94.8885472713297,13.0668716372022,7.37893927747886,92.3904688700999,252.152190622598
"116",100,86.6175567833026,90.97605893186,71.2400245549417,43.0325352977287,87.170042971148,13.9349294045427,8.31798649478207,88.7968078575813,322.80540208717
"117",100,87.7367896311067,80.6081754735793,59.3220338983051,43.8683948155533,88.4346959122632,20.2392821535394,12.4127617148554,81.2562313060817,455.583250249252
"118",100,90.1538461538461,94.8461538461538,99.8461538461539,44,97.3846153846154,24.3846153846154,10.0769230769231,89.9230769230769,266.230769230769
"119",100,89.5681265206813,92.7311435523114,97.5060827250608,63.5948905109489,100,51.8856447688564,36.0401459854015,59.3065693430657,641.605839416058
"120",100,84.1014799154334,78.1395348837209,72.938689217759,27.23044397463,91.2050739957717,15.5179704016913,7.10359408033827,86.5961945031712,341.141649048626
"121",100,90.6726275147328,75.7569599674863,64.6616541353383,36.9437106279212,95.7935378988011,20.8900629953262,12.0300751879699,83.8447470026417,314.773420036578
"122",100,93.3184855233853,94.1202672605791,47.3051224944321,62.3608017817372,93.0957683741648,20.9354120267261,10.7795100222717,82.1380846325167,339.643652561247
"123",100,95.0825556353195,82.6274228284279,38.3345297918162,35.2117731514716,95.9798994974874,17.7315147164393,11.0911701363963,83.4170854271357,306.424982053123
"124",100,88.4232365145228,92.9875518672199,27.8008298755187,37.8838174273859,100,8.50622406639004,5.0207468879668,92.7385892116183,212.98755186722
"125",100,86.6809421841542,67.8372591006424,36.4453961456103,31.3918629550321,88.779443254818,16.5738758029979,13.576017130621,84.6680942184154,286.595289079229
"126",100,95.7267724182583,95.2088054386533,66.5587568792489,74.1016510197475,99.4496600841696,65.6199417287148,46.8112657818064,38.4914211719003,711.848494658466
"127",100,90.906432748538,88.2748538011696,64.1520467836257,44.9415204678363,96.2573099415205,25.8187134502924,12.8654970760234,77.1052631578947,389.06432748538
"128",100,89.919776770143,89.1873038018835,45.7970003487967,29.752354377398,94.802929891873,10.5336588768748,4.74363446110917,93.3728636205092,243.320544122776
"129",100,89.8075923036921,90.6916276651066,69.7347893915757,48.5179407176287,95.8398335933437,32.1372854914197,20.0728029121165,68.278731149246,396.931877275091
"130",100,88.2302650327729,90.9945853519521,61.6984895981761,54.2034767740097,98.9170703904246,17.3553719008264,12.4536905101168,82.7301225420348,361.442006269592
"131",100,92.4639580602883,90.6290956749672,98.8859764089122,41.5465268676278,98.8859764089122,29.1612057667104,15.4652686762779,81.7169069462647,412.450851900393
"132",100,86.8544600938967,83.5367762128325,56.4319248826291,36.9640062597809,94.9921752738654,17.4647887323944,11.0172143974961,83.0359937402191,379.154929577465
"133",100,96.2189747158432,97.1468336812804,61.5866388308977,53.5606587798655,98.3298538622129,93.574576664347,26.9543029459522,77.0122941312921,481.210855949896
"134",100,96.6914247130317,98.2219221246905,64.4159351789332,65.8113887013279,99.1672293495386,92.5725860904794,33.4233625928427,70.4929101958136,539.545352239478
"135",100,95.8569996658871,97.7948546608754,63.3979284998329,60.5746742398931,98.6134313397928,95.37253591714,36.2846642165052,72.0347477447377,535.900434346809
"136",100,88.7912087912088,91.0989010989011,74.2857142857143,47.4725274725275,99.2307692307692,34.5054945054945,22.6373626373626,79.3406593406593,473.296703296703
"137",100,84.6841811067636,85.6903297931806,48.7982112912241,54.3320290665176,92.3979877026272,15.2040245947457,9.33482392397988,86.9200670765791,287.702627166015
"138",100,95.906432748538,94.0267335004177,64.6616541353383,47.3684210526316,98.7468671679198,22.3475355054302,8.7719298245614,88.3040935672515,283.959899749373
"139",100,87.1011149557862,93.5024990388312,49.7885428681276,63.8792772010765,95.3479430988082,77.4702037677816,29.4502114571319,74.2791234140715,374.202229911572
"140",100,95.1505401057228,97.7476442197196,57.251206619168,68.696851298552,93.4267984371409,94.2082279935647,27.1431854746035,78.1889220868766,410.687198345208
"141",100,94.4253156255124,98.5243482538121,45.8435809149041,61.1575668142318,98.4095753402197,97.3274307263486,28.3489096573209,79.1605181177242,391.539596655189
"142",100,92.8368244116886,94.6470131885182,47.633824670287,47.4528057926041,92.0868890612878,95.9400051719679,23.4548745797776,83.2428238944919,430.566330488751
"143",100,93.5630533620483,95.9798994974874,54.8695860253649,60.2536491983728,89.5429528595358,89.8061737257717,32.7829624312036,67.8391959798995,565.781287389328
"144",100,95.0411479215024,97.84764718295,59.2741084617008,59.1897024688753,99.9155940071745,95.9907153407892,30.9136948723359,74.4671871702891,521.692340156151
"145",100,90.3225806451613,96.1768219832736,54.778972520908,53.763440860215,91.2783751493429,88.4707287933094,19.2353643966547,81.0035842293907,449.940262843489
"146",100,95.3622611464968,97.312898089172,38.156847133758,71.0390127388535,85.3702229299363,93.75,25.2786624203822,75.7364649681529,421.377388535032
"147",100,97.3863636363636,98.5,70.9545454545455,59.7954545454545,99.3181818181818,94.6363636363636,37.9090909090909,74.4090909090909,451.931818181818
"148",100,94.6277307177887,97.5702184574231,45.5862683905484,64.5341061078912,94.3825234061525,92.5769059295586,26.7498885421311,74.2086491306286,395.742309407044
"149",100,99.2371265098538,91.6719643992371,65.034965034965,67.3871582962492,99.8092816274634,97.2663699936427,95.5499046408137,74.5708836617927,1245.70883661793
"150",100,97.4557522123894,94.4690265486726,72.0132743362832,79.5353982300885,99.6681415929203,97.787610619469,95.9070796460177,73.5619469026549,1113.38495575221
"151",100,97.6,95.5,78.8,93.2,99.6,97.1,96.1,69.8,1403.1
"152",100,98.4604105571848,97.1407624633431,83.2844574780059,92.3020527859237,100,98.6070381231672,96.9941348973607,64.5161290322581,1723.46041055718
"153",100,99.5925020374898,97.6365118174409,79.4621026894866,87.9380603096985,100,98.5330073349633,95.59902200489,66.3406682966585,1467.8076609617
"154",100,98.5658409387223,99.0873533246415,65.7105606258149,77.1838331160365,98.6962190352021,92.0469361147327,88.3963494132986,63.4941329856584,1393.74185136897
"155",100,90.5797101449275,99.4202898550725,63.3333333333333,65.3623188405797,97.8260869565217,85.5072463768116,84.2028985507246,64.6376811594203,1121.15942028986
"156",100,94.9099937926754,89.137181874612,61.7628801986344,76.0397268777157,99.7517070142768,96.8963376784606,92.9857231533209,70.7635009310987,1451.70701427685
"157",100,97.892888498683,96.6637401229148,89.9034240561896,87.1817383669886,99.9122036874451,99.3854258121159,97.5417032484636,72.8709394205443,1379.10447761194
"158",100,98.3050847457627,95.1573849878935,81.5980629539952,94.1081517352704,100,97.1751412429379,97.8208232445521,73.5270379338176,1776.67473769169
"159",100,95.7566052842274,91.9135308246597,71.6573258606885,90.3122497998399,99.679743795036,93.9151321056845,93.1945556445156,69.7357886309047,1555.16413130504
"160",100,96.8011126564673,96.6620305980529,76.2169680111266,90.1947148817802,99.9304589707928,98.0528511821975,96.6620305980529,60.5006954102921,1634.97913769124
"161",100,98.6471861471861,98.3225108225108,67.2077922077922,80.6277056277056,99.6753246753247,95.7792207792208,92.1536796536797,69.1558441558442,1650.54112554113
"162",100,86.7970660146699,99.5110024449878,69.4376528117359,65.7701711491442,99.2665036674817,78.239608801956,87.041564792176,62.8361858190709,1394.86552567237
"163",100,80.4878048780488,100,24.390243902439,58.5365853658537,100,100,100,95.1219512195122,2165.85365853659
"164",100,93.2203389830508,83.8983050847458,63.5593220338983,30.5084745762712,100,68.6440677966102,45.7627118644068,79.6610169491525,1034.74576271186
"165",100,69.8693636746734,97.7665402444164,35.9460598398651,43.9949431099874,98.4829329962073,61.9469026548673,9.31310577328276,85.5878634639697,474.25200168563
"166",100,87.1615720524018,91.9505094614265,29.0538573508006,31.9941775836972,99.7088791848617,64.3668122270742,9.72343522561863,86.6812227074236,643.944687045124
"167",100,56.5811032222829,91.6985253959585,33.3697433096669,16.7667941015838,94.5385035499727,12.3429819770617,6.38995084653195,94.0469688694702,303.93227744402
"168",100,30.2957633892886,73.7809752198241,43.96482813749,21.0231814548361,88.8888888888889,7.51398880895284,10.1518784972022,89.7681854516387,325.739408473221
"169",100,34.1726618705036,98.4172661870504,48.9928057553957,25.4676258992806,93.7410071942446,6.11510791366906,7.62589928057554,91.6546762589928,296.474820143885
"170",100,81.6711590296496,94.3396226415094,66.8463611859838,21.832884097035,95.4177897574124,72.5067385444744,49.8652291105121,67.6549865229111,1070.88948787062
"171",100,73.0555555555556,95.2777777777778,76.3888888888889,33.6111111111111,99.4444444444444,71.1111111111111,66.6666666666667,67.5,1075.83333333333
"172",100,93.7209302325581,91.6279069767442,63.2558139534884,47.4418604651163,100,97.6744186046512,68.1395348837209,62.093023255814,1397.67441860465
"173",100,91.607617360496,92.4933569530558,30.4251550044287,34.3666961913198,99.955713020372,74.4021257750221,12.9096545615589,87.7103631532329,689.260407440213
"174",100,99.6030313966077,74.5940093828943,28.2208588957055,73.2587513533021,100,99.9639119451462,35.5828220858896,71.3821725009022,975.748827138217
"175",100,81.2557710064635,97.1375807940905,35.0184672206833,41.2511542012927,99.4690674053555,62.5115420129271,10.387811634349,71.4681440443213,652.100646352724
"176",100,86.6567728008635,95.1565029681597,38.3162439287642,40.5963302752294,97.3421478683216,68.9827307069617,13.0329195898543,81.7188343227199,602.118186724231
"177",100,66.4753157290471,97.0723306544202,52.1239954075775,20.3214695752009,68.4270952927669,23.134328358209,20.7233065442021,86.4523536165327,500
"178",100,91.0818713450292,96.4912280701754,56.7251461988304,28.5453216374269,97.4049707602339,62.8654970760234,10.9283625730994,81.5058479532164,569.078947368421
"179",100,80.6608063049409,96.6050318278266,42.5280387996363,29.0087905425887,99.8484389208851,55.1076083661716,8.06304940891179,87.8751136708093,551.167020309185
"180",100,78.4545454545455,93.7121212121212,40.6515151515151,26.5757575757576,97.6818181818182,71.7727272727273,10.6969696969697,88.1666666666667,583.621212121212
"181",100,89.8392808499047,84.6635794061564,28.7932443475892,46.5268319259057,98.828657041678,88.7496594933261,20.6755652410787,82.4570961590847,719.041133206211
"182",100,91.0373555495834,87.0599301263101,36.3477559795754,42.2735823703306,99.3012631013168,79.9113141628595,15.1034668099973,78.0569739317388,655.495834453104
"183",100,91.5194346289753,92.6266195524146,38.8928150765607,56.0895170789164,99.4581861012956,70.3886925795053,10.9540636042403,88.9752650176679,510.435806831567
"184",100,96.2402765773552,89.2394122731201,35.6525496974935,66.7242869490061,100,67.1708441371363,13.8000576202823,87.1218668971478,600.590607893979
"185",100,90.8740854832499,97.3815941470928,34.8671544089334,45.1867539468618,100,82.9803619561032,8.99114362726223,93.8968040046207,477.993839045052
"186",100,83.4137779727951,92.189556823168,19.5480473892058,69.7455024133392,97.5647213690215,76.0201842913558,8.02983764809127,92.0140412461606,424.528301886792
"187",100,89.2779587404995,92.3724212812161,90.5537459283388,30.4831704668838,99.5385450597177,61.1292073832791,8.90336590662324,85.6677524429967,517.806731813247
"188",100,96.6583385384135,89.5377888819488,57.9950031230481,34.5096814490943,98.3031438684156,83.6768686237768,8.56756194045388,89.6835311263793,489.308765354986
"189",100,93.5454750620627,93.8839990972692,27.8943805010156,54.5926427443015,99.9322951929587,89.5283231776123,17.7837959828481,92.5073346874295,659.963890769578
"190",100,72.1350078492936,98.9795918367347,39.4819466248038,28.2574568288854,99.2150706436421,25.3532182103611,4.08163265306122,94.1915227629513,332.65306122449
"191",100,54.0399652476108,82.015638575152,36.0556038227628,22.3284100781929,87.141615986099,9.90443092962641,6.60295395308427,88.9661164205039,324.239791485665
"192",100,45.5421686746988,62.289156626506,23.3333333333333,24.578313253012,91.004016064257,8.43373493975904,7.8714859437751,91.0441767068273,323.614457831325
"193",100,49.6781115879828,96.8884120171674,54.3991416309013,28.1652360515021,97.6931330472103,14.6459227467811,9.44206008583691,86.4270386266094,462.660944206009
"194",100,32.9827915869981,97.7055449330784,35.0860420650096,19.5028680688336,93.9292543021032,5.78393881453155,6.88336520076482,90.6309751434034,325.286806883365
"195",100,62.9384255650818,94.5830085736555,42.9851909586906,53.3515198752923,95.2065471551052,28.0592361652377,16.2509742790335,79.3063133281372,545.51831644583
"196",100,96.969696969697,98.3281086729363,43.9916405433647,31.2434691745037,93.521421107628,17.0323928944619,11.3897596656217,78.3699059561128,457.680250783699
"197",100,48.9425981873112,97.6586102719033,42.4471299093656,19.0080563947633,95.4682779456193,21.0725075528701,7.70392749244713,85.7250755287009,333.459214501511
"198",100,44.7268106734435,93.0114358322745,33.0368487928844,21.4739517153748,92.1219822109276,10.6734434561626,7.87801778907243,81.9567979669632,349.301143583227
"199",100,47.749853886616,96.1426066627703,32.437171244886,21.6832261835184,84.5119812974869,8.76680303915839,6.37054354178843,86.5575686732905,322.676797194623
"200",100,61.7252066115703,86.9318181818182,25.8780991735537,15.702479338843,84.297520661157,8.16115702479339,4.23553719008264,92.6136363636364,352.066115702479
"201",100,39.4322845417237,86.7647058823529,21.7168262653899,14.6374829001368,92.3734610123119,6.66894664842681,7.45554035567716,91.7920656634747,354.240766073871
"202",100,37.2718539865514,84.149855907781,54.4668587896254,21.0374639769452,90.0576368876081,8.06916426512968,8.06916426512968,88.328530259366,340.682036503362
"203",100,63.4453781512605,90.8613445378151,38.8655462184874,45.5882352941176,96.0084033613445,30.4621848739496,18.5924369747899,73.8445378151261,567.121848739496
"204",100,72.24513847967,95.5804360636417,89.7466116676488,18.6210960518562,99.8232174425457,6.24631703005304,7.71950500883913,89.2162639952858,360.047142015321
"205",100,66.9724770642202,96.9974979149291,47.9983319432861,43.4111759799833,93.8281901584654,31.0675562969141,16.2635529608007,78.1067556296914,478.815679733111
"206",100,47.9779411764706,96.5073529411765,35.1470588235294,18.0882352941176,94.2647058823529,10.0735294117647,5.77205882352941,91.4705882352941,294.191176470588
